#SampleID	BarcodeSequence	LinkerPrimerSequence	Description
799E8			p5_C08_AKC_2017_VB14-02647_testedNeg_30+15
138E9			p5_C09_AKC_2017_VB14-02719_testedNeg_30+15
67E10			p5_C10_AKC_2017_VB14-02757_testedNeg_30+15
534E11			p5_C11_AKC_2017_VB14-02777_testedNeg_30+15
716E12			p5_C12_AKC_2017_VB14-02908_testedNeg_30+15
110E1			p5_D01_AKC_2017_VB14-02963_testedNeg_30+15
621E2			p5_D02_AKC_2017_VB14-03057_testedNeg_30+15
87E3			p5_D03_AKC_2017_VB14-03090_testedNeg_30+15
753E4			p5_D04_AKC_2017_VB14-03231_testedNeg_30+15
395E5			p5_D05_AKC_2017_NCSU_4575_human_30+15
276E6			p5_D06_AKC_2017_NCSU_4192_human_30+15
734E7			p5_D07_AKC_2017_NCSU_3694_human_30+15
58E8			p5_D08_AKC_2017_NCSU_3463_human_30+15
470E9			p5_D09_AKC_2017_NCSU_3428_human_30+15
557E10			p5_D10_AKC_2017_NCSU_3278_human_30+15
580E11			p5_D11_AKC_2017_NCSU_3186_human_30+15
493E12			p5_D12_AKC_2017_NCSU_3014_human_30+15
856E1			p5_E01_AKC_2017_NCSU_3064_human_30+15
676E2			p5_E02_AKC_2017_NCSU_2779_human_30+15
871E3			p5_E03_AKC_2017_NCSU_4879_human_30+15
499E4			p5_E04_AKC_2017_NCSU_4958_human_30+15
809E5			p5_E05_AKC_2017_NCSU_4545_human_30+15
846E6			p5_E06_AKC_2017_NCSU_4968_human_30+15
296E7			p5_E07_AKC_2017_NCSU_5078_human_30+15
700E8			p5_E08_AKC_2017_NCSU_5379_human_30+15
439E9			p5_E09_AKC_2017_VB15-00201_testedPos_30+15
183E10			p5_E10_AKC_2017_VB15-00246_testedPos_30+15
125E11			p5_E11_AKC_2017_VB15-00282_testedPos_30+15
686E12			p5_E12_AKC_2017_VB15-00326_testedPos_30+15
432E1			p5_F01_AKC_2017_VB15-00461_testedPos_30+15
274E2			p5_F02_AKC_2017_VB15-00578_testedPos_30+15
134E3			p5_F03_AKC_2017_VB15-00631_testedPos_30+15
328E4			p5_F04_AKC_2017_VB15-00647_testedPos_30+15
786E5			p5_F05_AKC_2017_VB15-00660_testedPos_30+15
240E6			p5_F06_AKC_2017_VB15-00690_testedPos_30+15
791E7			p5_F07_AKC_2017_VB15-00718_testedPos_30+15
63E8			p5_F08_AKC_2017_VB15-00719_testedPos_30+15
191E9			p5_F09_AKC_2017_VB15-00905_testedPos_30+15
222E10			p5_F10_AKC_2017_VB15-01039_testedPos_30+15
774E11			p5_F11_AKC_2017_VB15-01070_testedPos_30+15
831E12			p5_F12_AKC_2017_VB15-01163_testedPos_30+15
393E1			p5_G01_AKC_2017_VB15-01169_testedPos_30+15
508E2			p5_G02_AKC_2017_VB15-01349_testedPos_30+15
137E3			p5_G03_AKC_2017_VB15-01536_testedPos_30+15
144E4			p5_G04_AKC_2017_VB15-01744_testedPos_30+15
532E5			p5_G05_AKC_2017_VB15-01799_testedPos_30+15
217E6			p5_G06_AKC_2017_VB15-01801_testedPos_30+15
3E7			p5_G07_AKC_2017_VB15-01845_testedPos_30+15
235E8			p5_G08_AKC_2017_VB15-01848_testedPos_30+15
841E9			p5_G09_AKC_2017_VB15-01947_testedPos_30+15
417E10			p5_G10_AKC_2017_VB15-01969_testedPos_30+15
357E11			p5_G11_AKC_2017_VB15-01974_testedPos_30+15
669E12			p5_G12_AKC_2017_VB15-01980_testedPos_30+15
167E1			p5_H01_AKC_2017_VB15-02231_testedPos_30+15
551E2			p5_H02_AKC_2017_VB15-02236_testedPos_30+15
57E3			p5_H03_AKC_2017_VB15-02405_testedPos_30+15
854E4			p5_H04_AKC_2017_VB15-02446_testedPos_30+15
672E5			p5_H05_AKC_2017_VB15-02449_testedPos_30+15
471E6			p5_H06_AKC_2017_VB15-02454_testedPos_30+15
522E7			p5_H07_NTC_neg_30+15
80E8			p5_H08_H2O_neg_30+15
517E9			p5_H09_Dog_DNA_neg_30+15
346E10			p5_H10_E._canis_10e5_gDNA_pos_30+15
336E11			p5_H11_E._canis_10e5_TE_pos_30+15
234E12			p5_H12_mock_community_pos_30+15
326F1			p6_A01_AKC_2017_VB15-0284_testedPos_30+15
613F2			p6_A02_AKC_2017_VB15-02497_testedPos_30+15
524F3			p6_A03_AKC_2017_VB15-02520_testedPos_30+15
83F4			p6_A04_AKC_2017_VB15-02535_testedPos_30+15
81F5			p6_A05_AKC_2017_VB15-02536_testedPos_30+15
433F6			p6_A06_AKC_2017_VB15-02677_testedPos_30+15
428F7			p6_A07_AKC_2017_VB15-02706_testedPos_30+15
651F8			p6_A08_AKC_2017_VB15-02749_testedPos_30+15
230F9			p6_A09_AKC_2017_VB15-02750_testedPos_30+15
581F10			p6_A10_AKC_2017_VB15-02848_testedPos_30+15
533F11			p6_A11_AKC_2017_VB15-02880_testedPos_30+15
754F12			p6_A12_AKC_2017_VB15-02991_testedPos_30+15
849F1			p6_B01_AKC_2017_VB15-03192_testedPos_30+15
691F2			p6_B02_AKC_2017_VB15-03282_testedPos_30+15
623F3			p6_B03_AKC_2017_VB15-03299_testedPos_30+15
65F4			p6_B04_AKC_2017_VB15-03335_testedPos_30+15
692F5			p6_B05_AKC_2017_VB15-03338_testedPos_30+15
382F6			p6_B06_AKC_2017_VB15-03412_testedPos_30+15
598F7			p6_B07_AKC_2017_VB15-03460_testedPos_30+15
131F8			p6_B08_AKC_2017_VB15-03481_testedPos_30+15
496F9			p6_B09_AKC_2017_VB15-03525_testedPos_30+15
507F10			p6_B10_AKC_2017_VB15-03538_testedPos_30+15
684F11			p6_B11_AKC_2017_VB15-05188_testedPos_30+15
359F12			p6_B12_AKC_2017_VB15-03655_testedPos_30+15
851F1			p6_C01_AKC_2017_VB15-03656_testedPos_30+15
643F2			p6_C02_AKC_2017_VB15-03657_testedPos_30+15
459F3			p6_C03_AKC_2017_VB15-03663_testedPos_30+15
313F4			p6_C04_AKC_2017_VB15-03665_testedPos_30+15
663F5			p6_C05_AKC_2017_VB15-03716_testedPos_30+15
377F6			p6_C06_AKC_2017_VB15-03773_testedPos_30+15
396F7			p6_C07_AKC_2017_VB15-03858_testedPos_30+15
85F8			p6_C08_AKC_2017_VB15-03868_testedPos_30+15
455F9			p6_C09_AKC_2017_VB15-03883_testedPos_30+15
278F10			p6_C10_AKC_2017_VB15-03884_testedPos_30+15
574F11			p6_C11_AKC_2017_VB15-03972_testedPos_30+15
430F12			p6_C12_AKC_2017_VB15-03973_testedPos_30+15
802F1			p6_D01_AKC_2017_VB15-03992_testedPos_30+15
348F2			p6_D02_AKC_2017_VB15-04002_testedPos_30+15
143F3			p6_D03_AKC_2017_VB15-04024_testedPos_30+15
566F4			p6_D04_AKC_2017_VB15-04042_testedPos_30+15
218F5			p6_D05_AKC_2017_VB15-04065_testedPos_30+15
329F6			p6_D06_AKC_2017_VB15-04092_testedPos_30+15
386F7			p6_D07_AKC_2017_VB15-04202_testedPos_30+15
586F8			p6_D08_AKC_2017_VB15-04233_testedPos_30+15
807F9			p6_D09_AKC_2017_VB15-04261_testedPos_30+15
530F10			p6_D10_AKC_2017_VB15-04330_testedPos_30+15
55F11			p6_D11_AKC_2017_VB15-04354_testedPos_30+15
602F12			p6_D12_AKC_2017_VB15-04381_testedPos_30+15
866F1			p6_E01_AKC_2017_VB15-04405_testedPos_30+15
324F2			p6_E02_AKC_2017_VB15-04430_testedPos_30+15
878F3			p6_E03_AKC_2017_VB15-04441_testedPos_30+15
241F4			p6_E04_AKC_2017_VB15-04502_testedPos_30+15
798F5			p6_E05_AKC_2017_VB15-04520_testedPos_30+15
729F6			p6_E06_AKC_2017_VB15-04535_testedPos_30+15
267F7			p6_E07_AKC_2017_VB15-04570_testedPos_30+15
375F8			p6_E08_AKC_2017_VB15-04605_testedPos_30+15
487F9			p6_E09_AKC_2017_VB15-04647_testedPos_30+15
484F10			p6_E10_AKC_2017_VB15-04729_testedPos_30+15
511F11			p6_E11_AKC_2017_VB15-04732_testedPos_30+15
244F12			p6_E12_AKC_2017_VB15-04740_testedPos_30+15
291F1			p6_F01_AKC_2017_VB15-04773_testedPos_30+15
571F2			p6_F02_AKC_2017_VB15-04850_testedPos_30+15
354F3			p6_F03_AKC_2017_VB15-04853_testedPos_30+15
47F4			p6_F04_AKC_2017_VB15-04866_testedPos_30+15
488F5			p6_F05_AKC_2017_VB15-04914_testedPos_30+15
661F6			p6_F06_AKC_2017_VB15-00049_testedPos_30+15
205F7			p6_F07_AKC_2017_VB15-00162_testedPos_30+15
289F8			p6_F08_AKC_2017_VB15-00404_testedPos_30+15
653F9			p6_F09_AKC_2017_VB15-00685_testedPos_30+15
242F10			p6_F10_AKC_2017_VB15-00734_testedPos_30+15
21F11			p6_F11_AKC_2017_VB15-00871_testedPos_30+15
724F12			p6_F12_AKC_2017_VB15-00941_testedPos_30+15
556F1			p6_G01_AKC_2017_VB15-01129_testedPos_30+15
688F2			p6_G02_AKC_2017_VB15-01137_testedPos_30+15
294F3			p6_G03_AKC_2017_VB15-01180_testedPos_30+15
185F4			p6_G04_AKC_2017_VB15-01298_testedPos_30+15
116F5			p6_G05_AKC_2017_VB15-01391_testedPos_30+15
260F6			p6_G06_AKC_2017_VB15-01516_testedPos_30+15
254F7			p6_G07_AKC_2017_VB15-01522_testedPos_30+15
610F8			p6_G08_AKC_2017_VB15-01523_testedPos_30+15
696F9			p6_G09_AKC_2017_VB15-01593_testedPos_30+15
302F10			p6_G10_AKC_2017_VB15-01836_testedPos_30+15
306F11			p6_G11_AKC_2017_VB15-02038_testedPos_30+15
797F12			p6_G12_AKC_2017_VB15-02088_testedPos_30+15
555F1			p6_H01_AKC_2017_VB15-02292_testedPos_30+15
118F2			p6_H02_AKC_2017_VB15-02336_testedPos_30+15
438F3			p6_H03_AKC_2017_VB15-02411_testedPos_30+15
545F4			p6_H04_AKC_2017_VB15-02759_testedPos_30+15
175F5			p6_H05_AKC_2017_VB15-02917_testedPos_30+15
588F6			p6_H06_AKC_2017_VB15-03047_testedPos_30+15
503F7			p6_H07_NTC_neg_30+15
153F8			p6_H08_H2O_neg_30+15
34F9			p6_H09_Dog_DNA_neg_30+15
265F10			p6_H10_E._canis_10e5_gDNA_pos_30+15
758F11			p6_H11_E._canis_10e5_TE_pos_30+15
717F12			p6_H12_mock_community_pos_30+15
416G1			p7_A01_AKC_2017_VB15-03091_testedPos_30+15
237G2			p7_A02_AKC_2017_VB15-03145_testedPos_30+15
171G3			p7_A03_AKC_2017_VB15-03274_testedPos_30+15
843G4			p7_A04_AKC_2017_VB15-03312_testedPos_30+15
252G5			p7_A05_AKC_2017_VB15-03484_testedPos_30+15
671G6			p7_A06_AKC_2017_VB15-03603_testedPos_30+15
764G7			p7_A07_AKC_2017_VB15-03823_testedPos_30+15
193G8			p7_A08_AKC_2017_VB15-04316_testedPos_30+15
105G9			p7_A09_AKC_2017_VB15-04408_testedPos_30+15
108G10			p7_A10_AKC_2017_VB15-04475_testedPos_30+15
140G11			p7_A11_AKC_2017_VB15-04582_testedPos_30+15
657G12			p7_A12_AKC_2017_VB15-04674_testedPos_30+15
145G1			p7_B01_AKC_2017_VB15-04696_testedPos_30+15
436G2			p7_B02_AKC_2017_VB15-04907_testedPos_30+15
431G3			p7_B03_AKC_2017_VB15-04958_testedPos_30+15
833G4			p7_B04_AKC_2017_VB15-05001_testedPos_30+15
762G5			p7_B05_AKC_2017_VB15-05009_testedPos_30+15
172G6			p7_B06_AKC_2017_VB15-05020_testedPos_30+15
264G7			p7_B07_AKC_2017_VB15-05090_testedPos_30+15
553G8			p7_B08_AKC_2017_VB15-05154_testedPos_30+15
576G9			p7_B09_AKC_2017_VB15-05198_testedPos_30+15
749G10			p7_B10_O1_kim_study_30+15
394G11			p7_B11_O2_kim_study_30+15
380G12			p7_B12_O3_kim_study_30+15
783G1			p7_C01_O4_kim_study_30+15
32G2			p7_C02_O5_kim_study_30+15
163G3			p7_C03_O6_kim_study_30+15
572G4			p7_C04_O7_kim_study_30+15
148G5			p7_C05_O8_kim_study_30+15
640G6			p7_C06_O9_kim_study_30+15
226G7			p7_C07_O10_kim_study_30+15
232G8			p7_C08_O11_kim_study_30+15
552G9			p7_C09_O12_kim_study_30+15
162G10			p7_C10_O13_kim_study_30+15
261G11			p7_C11_O14_kim_study_30+15
670G12			p7_C12_O15_kim_study_30+15
159G1			p7_D01_O16_kim_study_30+15
872G2			p7_D02_O17_kim_study_30+15
842G3			p7_D03_O18_kim_study_30+15
53G4			p7_D04_O19_kim_study_30+15
614G5			p7_D05_O20_kim_study_30+15
784G6			p7_D06_O21_kim_study_30+15
378G7			p7_D07_O22_kim_study_30+15
196G8			p7_D08_O23_kim_study_30+15
853G9			p7_D09_O24_kim_study_30+15
383G10			p7_D10_O25_kim_study_30+15
605G11			p7_D11_O26_kim_study_30+15
14G12			p7_D12_O27_kim_study_30+15
26G1			p7_E1_O28_kim_study_30+15
658G2			p7_E2_O29_kim_study_30+15
333G3			p7_E3_O30_kim_study_30+15
339G4			p7_E4_O31_kim_study_30+15
425G5			p7_E5_O32_kim_study_30+15
206G6			p7_E6_O33_kim_study_30+15
39G7			p7_E7_O34_kim_study_30+15
149G8			p7_E8_O35_kim_study_30+15
157G9			p7_E9_O36_kim_study_30+15
209G10			p7_E10_O37_kim_study_30+15
521G11			p7_E11_O38_kim_study_30+15
247G12			p7_E12_O39_kim_study_30+15
435G1			p7_F1_O40_kim_study_30+15
852G2			p7_F2_O41_kim_study_30+15
870G3			p7_F3_O42_kim_study_30+15
694G4			p7_F4_O43_kim_study_30+15
667G5			p7_F5_O44_kim_study_30+15
160G6			p7_F6_O45_kim_study_30+15
169G7			p7_F7_O46_kim_study_30+15
352G8			p7_F8_O47_kim_study_30+15
449G9			p7_F9_O48_kim_study_30+15
421G10			p7_F10_O49_kim_study_30+15
650G11			p7_F11_O50_kim_study_30+15
379G12			p7_F12_C1_kim_study_30+15
243G1			p7_G1_C2_kim_study_30+15
636G2			p7_G2_C3_kim_study_30+15
608G3			p7_G3_C4_kim_study_30+15
868G4			p7_G4_C5_kim_study_30+15
768G5			p7_G5_C6_kim_study_30+15
731G6			p7_G6_C7_kim_study_30+15
577G7			p7_G7_C8_kim_study_30+15
655G8			p7_G8_NTC_kim_study_30+15
483G9			p7_G9_H2O_kim_study_30+15
709G10			p7_G10_mock_community_pos_30+15
776G11			p7_G11_gDNA_Campylobacter_pos_30+15
92G12			p7_G12_C9_kim_study_30+15
298G1			p7_H1_C10_kim_study_30+15
1G2			p7_H2_C11_kim_study_30+15
355G3			p7_H3_C12_kim_study_30+15
71G4			p7_H4_C13_kim_study_30+15
219G5			p7_H5_C14_kim_study_30+15
180G6			p7_H6_C15_kim_study_30+15
479G7			p7_H7_NTC_neg_30+15
423G8			p7_H8_H2O_neg_30+15
632G9			p7_H9_Dog_DNA_neg_30+15
238G10			p7_H10_E._canis_10e5_gDNA_pos_30+15
212G11			p7_H11_E._canis_10e5_TE_pos_30+15
227G12			p7_H12_mock_community_pos_30+15
681H1			p8_A01_C16_kim_study_30+15
546H2			p8_A02_C17_kim_study_30+15
785H3			p8_A03_C18_kim_study_30+15
48H4			p8_A04_C19_kim_study_30+15
405H5			p8_A05_C20_kim_study_30+15
529H6			p8_A06_C21_kim_study_30+15
365H7			p8_A07_C22_kim_study_30+15
718H8			p8_A08_C23_kim_study_30+15
738H9			p8_A09_C24_kim_study_30+15
283H10			p8_A10_C25_kim_study_30+15
221H11			p8_A11_C26_kim_study_30+15
777H12			p8_A12_C27_kim_study_30+15
123H1			p8_B01_C28_kim_study_30+15
745H2			p8_B02_C29_kim_study_30+15
516H3			p8_B03_C30_kim_study_30+15
668H4			p8_B04_C31_kim_study_30+15
847H5			p8_B05_C32_kim_study_30+15
702H6			p8_B06_C33_kim_study_30+15
780H7			p8_B07_C34_kim_study_30+15
501H8			p8_B08_C35_kim_study_30+15
531H9			p8_B09_C36_kim_study_30+15
512H10			p8_B10_C37_kim_study_30+15
223H11			p8_B11_C38_kim_study_30+15
113H12			p8_B12_C39_kim_study_30+15
327H1			p8_C01_C40_kim_study_30+15
239H2			p8_C02_C41_kim_study_30+15
445H3			p8_C03_C42_kim_study_30+15
17H4			p8_C04_C43_kim_study_30+15
515H5			p8_C05_C44_kim_study_30+15
173H6			p8_C06_C45_kim_study_30+15
325H7			p8_C07_C46_kim_study_30+15
796H8			p8_C08_C47_kim_study_30+15
790H9			p8_C09_C48_kim_study_30+15
62H10			p8_C10_C49_kim_study_30+15
129H11			p8_C11_C50_kim_study_30+15
823H12			p8_C12_NTC_kim_study_30+15
23H1			p8_D01_H2O_kim_study_30+15
192H2			p8_D02_mock_community_pos_30+15
482H3			p8_D03_gDNA_Campylobacter_pos_30+15
202H4			p8_D04_bo_study_30+15
36H5			p8_D05_bo_study_30+15
816H6			p8_D06_bo_study_30+15
38H7			p8_D07_bo_study_30+15
510H8			p8_D08_bo_study_30+15
117H9			p8_D09_bo_study_30+15
450H10			p8_D10_bo_study_30+15
384H11			p8_D11_bo_study_30+15
582H12			p8_D12_bo_study_30+15
595H1			p8_E1_bo_study_30+15
864H2			p8_E2_S1_sagg_study_30+15
615H3			p8_E3_S2_sagg_study_30+15
505H4			p8_E4_S3_sagg_study_30+15
49H5			p8_E5_S4_sagg_study_30+15
548H6			p8_E6_S5_sagg_study_30+15
233H7			p8_E7_S6_sagg_study_30+15
299H8			p8_E8_S7_sagg_study_30+15
413H9			p8_E9_A._phago_1E+06_dil_test_26+10
147H10			p8_E10_A._phago_1E+06_dil_test_26+10
879H11			p8_E11_A._phago_1E+05_dil_test_26+10
761H12			p8_E12_A._phago_1E+05_dil_test_26+10
624H1			p8_F1_A._phago_1E+04_dil_test_26+10
98H2			p8_F2_A._phago_1E+04_dil_test_26+10
463H3			p8_F3_A._phago_1E+03_dil_test_26+10
255H4			p8_F4_A._phago_1E+03_dil_test_26+10
285H5			p8_F5_A._phago_1E+02_dil_test_26+10
642H6			p8_F6_A._phago_1E+02_dil_test_26+10
781H7			p8_F7_A._phago_1E+01_dil_test_26+10
707H8			p8_F8_A._phago_1E+01_dil_test_26+10
587H9			p8_F9_Dog_DNA_neg_26+10
634H10			p8_F10_Dog_DNA_neg_26+10
812H11			p8_F11_H2O_neg_26+10
528H12			p8_F12_H2O_neg_26+10
478H1			p8_G1_A._phago_1E+06_E._canis_1E+06_dil_test_26+10
801H2			p8_G2_A._phago_1E+06_E._canis_1E+06_dil_test_26+10
793H3			p8_G3_A._phago_1E+05_E._canis_1E+06_dil_test_26+10
91H4			p8_G4_A._phago_1E+05_E._canis_1E+06_dil_test_26+10
782H5			p8_G5_A._phago_1E+04_E._canis_1E+06_dil_test_26+10
275H6			p8_G6_A._phago_1E+04_E._canis_1E+06_dil_test_26+10
481H7			p8_G7_A._phago_1E+03_E._canis_1E+06_dil_test_26+10
139H8			p8_G8_A._phago_1E+03_E._canis_1E+06_dil_test_26+10
787H9			p8_G9_A._phago_1E+02_E._canis_1E+06_dil_test_26+10
748H10			p8_G10_A._phago_1E+02_E._canis_1E+06_dil_test_26+10
427H11			p8_G11_A._phago_1E+06_E._canis_1E+06_B.v.b_1E+6_dil_test_26+10
523H12			p8_G12_A._phago_1E+06_E._canis_1E+06_B.v.b_1E+6_dil_test_26+10
795H1			p8_H1_A._phago_1E+05_E._canis_1E+06_B.v.b_1E+5_dil_test_26+10
469H2			p8_H2_A._phago_1E+05_E._canis_1E+06_B.v.b_1E+5_dil_test_26+10
197H3			p8_H3_A._phago_1E+04_E._canis_1E+06_B.v.b_1E+4_dil_test_26+10
701H4			p8_H4_A._phago_1E+04_E._canis_1E+06_B.v.b_1E+4_dil_test_26+10
611H5			p8_H5_A._phago_1E+03_E._canis_1E+06_B.v.b_1E+3_dil_test_26+10
619H6			p8_H6_A._phago_1E+03_E._canis_1E+06_B.v.b_1E+3_dil_test_26+10
408H7			p8_H7_A._phago_1E+02_E._canis_1E+06_B.v.b_1E+2_dil_test_26+10
631H8			p8_H8_A._phago_1E+02_E._canis_1E+06_B.v.b_1E+2_dil_test_26+10
844H9			p8_H9_Dog_DNA_neg_26+10
12H10			p8_H10_NTC_neg_26+10
119H11			p8_H11_H2O_neg_26+10
106H12			p8_H12_mock_community_pos_26+10
627A1			p9_A01_A._phago_1E+06_dil_test_30+15
550A2			p9_A02_A._phago_1E+05_dil_test_30+15
639A3			p9_A03_A._phago_1E+04_dil_test_30+15
390A4			p9_A04_A._phago_1E+03_dil_test_30+15
4A5			p9_A05_A._phago_1E+02_dil_test_30+15
178A6			p9_A06_A._phago_1E+01_dil_test_30+15
341A7			p9_A07_A._phago_1E+06_dil_test_30+15
514A8			p9_A08_A._phago_1E+05_dil_test_30+15
491A9			p9_A09_A._phago_1E+04_dil_test_30+15
236A10			p9_A10_A._phago_1E+03_dil_test_30+15
142A11			p9_A11_A._phago_1E+02_dil_test_30+15
121A12			p9_A12_A._phago_1E+01_dil_test_30+15
520B1			p9_B01_E._canis_1E+06_dil_test_30+15
305B2			p9_B02_E._canis_1E+06_dil_test_30+15
28B3			p9_B03_E._canis_1E+05_dil_test_30+15
351B4			p9_B04_E._canis_1E+05_dil_test_30+15
466B5			p9_B05_E._canis_1E+04_dil_test_30+15
250B6			p9_B06_E._canis_1E+04_dil_test_30+15
536B7			p9_B07_E._canis_1E+03_dil_test_30+15
199B8			p9_B08_E._canis_1E+03_dil_test_30+15
727B9			p9_B09_E._canis_1E+02_dil_test_30+15
429B10			p9_B10_E._canis_1E+02_dil_test_30+15
558B11			p9_B11_E._canis_1E+01_dil_test_30+15
210B12			p9_B12_E._canis_1E+01_dil_test_30+15
184C1			p9_C01_E._chaff_1E+06_dil_test_30+15
364C2			p9_C02_E._chaff_1E+06_dil_test_30+15
767C3			p9_C03_E._chaff_1E+05_dil_test_30+15
638C4			p9_C04_E._chaff_1E+05_dil_test_30+15
174C5			p9_C05_E._chaff_1E+04_dil_test_30+15
609C6			p9_C06_E._chaff_1E+04_dil_test_30+15
30C7			p9_C07_E._chaff_1E+03_dil_test_30+15
258C8			p9_C08_E._chaff_1E+03_dil_test_30+15
698C9			p9_C09_E._chaff_1E+02_dil_test_30+15
590C10			p9_C10_E._chaff_1E+02_dil_test_30+15
164C11			p9_C11_E._chaff_1E+01_dil_test_30+15
334C12			p9_C12_E._chaff_1E+01_dil_test_30+15
813D1			p9_D01_B._henselae_1E+06_dil_test_30+15
733D2			p9_D02_B._henselae_1E+06_dil_test_30+15
705D3			p9_D03_B._henselae_1E+05_dil_test_30+15
280D4			p9_D04_B._henselae_1E+05_dil_test_30+15
808D5			p9_D05_B._henselae_1E+04_dil_test_30+15
543D6			p9_D06_B._henselae_1E+04_dil_test_30+15
409D7			p9_D07_B._henselae_1E+03_dil_test_30+15
622D8			p9_D08_B._henselae_1E+03_dil_test_30+15
152D9			p9_D09_B._henselae_1E+02_dil_test_30+15
42D10			p9_D10_B._henselae_1E+02_dil_test_30+15
253D11			p9_D11_B._henselae_1E+01_dil_test_30+15
321D12			p9_D12_B._henselae_1E+01_dil_test_30+15
675E1			p9_E1_B._v._b._1E+06_dil_test_30+15
603E2			p9_E2_B._v._b._1E+06_dil_test_30+15
251E3			p9_E3_B._v._b._1E+05_dil_test_30+15
389E4			p9_E4_B._v._b._1E+05_dil_test_30+15
271E5			p9_E5_B._v._b._1E+04_dil_test_30+15
19E6			p9_E6_B._v._b._1E+04_dil_test_30+15
330E7			p9_E7_B._v._b._1E+03_dil_test_30+15
494E8			p9_E8_B._v._b._1E+03_dil_test_30+15
834E9			p9_E9_B._v._b._1E+02_dil_test_30+15
739E10			p9_E10_B._v._b._1E+02_dil_test_30+15
585E11			p9_E11_B._v._b._1E+01_dil_test_30+15
68E12			p9_E12_B._v._b._1E+01_dil_test_30+15
601F1			p9_F1_M._haemocanis_1E+06_dil_test_30+15
415F2			p9_F2_M._haemocanis_1E+06_dil_test_30+15
721F3			p9_F3_M._haemocanis_1E+05_dil_test_30+15
84F4			p9_F4_M._haemocanis_1E+05_dil_test_30+15
60F5			p9_F5_M._haemocanis_1E+04_dil_test_30+15
392F6			p9_F6_M._haemocanis_1E+04_dil_test_30+15
644F7			p9_F7_M._haemocanis_1E+03_dil_test_30+15
457F8			p9_F8_M._haemocanis_1E+03_dil_test_30+15
411F9			p9_F9_M._haemocanis_1E+02_dil_test_30+15
711F10			p9_F10_M._haemocanis_1E+02_dil_test_30+15
441F11			p9_F11_M._haemocanis_1E+01_dil_test_30+15
146F12			p9_F12_M._haemocanis_1E+01_dil_test_30+15
52G1			p9_G1_A._phago_1E+06_E._canis_1E+06_dil_test_30+15
404G2			p9_G2_A._phago_1E+06_E._canis_1E+06_dil_test_30+15
50G3			p9_G3_A._phago_1E+05_E._canis_1E+06_dil_test_30+15
518G4			p9_G4_A._phago_1E+05_E._canis_1E+06_dil_test_30+15
363G5			p9_G5_A._phago_1E+04_E._canis_1E+06_dil_test_30+15
181G6			p9_G6_A._phago_1E+04_E._canis_1E+06_dil_test_30+15
266G7			p9_G7_A._phago_1E+03_E._canis_1E+06_dil_test_30+15
830G8			p9_G8_A._phago_1E+03_E._canis_1E+06_dil_test_30+15
773G9			p9_G9_A._phago_1E+02_E._canis_1E+06_dil_test_30+15
126G10			p9_G10_A._phago_1E+02_E._canis_1E+06_dil_test_30+15
7G11			p9_G11_A._phago_1E+06_E._canis_1E+06_B.v.b_1E+6_dil_test_30+15
628G12			p9_G12_A._phago_1E+06_E._canis_1E+06_B.v.b_1E+6_dil_test_30+15
824H1			p9_H1_A._phago_1E+05_E._canis_1E+06_B.v.b_1E+5_dil_test_30+15
674H2			p9_H2_A._phago_1E+05_E._canis_1E+06_B.v.b_1E+5_dil_test_30+15
24H3			p9_H3_A._phago_1E+04_E._canis_1E+06_B.v.b_1E+4_dil_test_30+15
633H4			p9_H4_A._phago_1E+04_E._canis_1E+06_B.v.b_1E+4_dil_test_30+15
863H5			p9_H5_A._phago_1E+03_E._canis_1E+06_B.v.b_1E+3_dil_test_30+15
27H6			p9_H6_A._phago_1E+03_E._canis_1E+06_B.v.b_1E+3_dil_test_30+15
829H7			p9_H7_A._phago_1E+02_E._canis_1E+06_B.v.b_1E+2_dil_test_30+15
452H8			p9_H8_A._phago_1E+02_E._canis_1E+06_B.v.b_1E+2_dil_test_30+15
654H9			p9_H9_Dog_DNA_neg_30+15
259H10			p9_H10_NTC_neg_30+15
437H11			p9_H11_H2O_neg_30+15
695H12			p9_H12_mock_community_pos_30+15
677A1			p10_A01_A._phago_1E+06_E._canis_1E+06_B.v.b_1E+6_dil_test_26+10
683A2			p10_A02_A._phago_1E+06_E._canis_1E+06_B.v.b_1E+6_dil_test_26+10
444A3			p10_A03_A._phago_1E+05_E._canis_1E+06_B.v.b_1E+5_dil_test_26+10
820A4			p10_A04_A._phago_1E+05_E._canis_1E+06_B.v.b_1E+5_dil_test_26+10
836A5			p10_A05_A._phago_1E+04_E._canis_1E+06_B.v.b_1E+4_dil_test_26+10
697A6			p10_A06_A._phago_1E+04_E._canis_1E+06_B.v.b_1E+4_dil_test_26+10
460A7			p10_A07_A._phago_1E+03_E._canis_1E+06_B.v.b_1E+3_dil_test_26+10
44A8			p10_A08_A._phago_1E+03_E._canis_1E+06_B.v.b_1E+3_dil_test_26+10
715A9			p10_A09_A._phago_1E+02_E._canis_1E+06_B.v.b_1E+2_dil_test_26+10
462A10			p10_A10_A._phago_1E+02_E._canis_1E+06_B.v.b_1E+2_dil_test_26+10
828A11			p10_A11_Dog_DNA_neg_26+10
652A12			p10_A12_NTC_neg_26+10
420B1			p10_B01_H2O_neg_26+10
673B2			p10_B02_mock_community_pos_26+10
504B3			p10_B03_excluded
345B4			p10_B04_excluded
